,Name,Symbol,Sector,Market Cap Category,Market Capital,Close Price,Total Revenue,Promoters Holding,Return on Equity,Earnings Per Share,PE Ratio,PB Ratio,Dividend Yield,Debt to Equity,5 Year CAGR,Current Ratio,EBITDA,Net Profit Margin,Net Income,Revenue Growth
1193,Balaji Telefilms Ltd,BALAJITELE,Media and Entertainment,Small Cap,436.38,43.7,344.17,34.34,-25.98,-13.09,-3.3,0.98,0.0,10.87,-20.68,2.14,-114.37,-38.45,-132.34,8.37
1194,Pudumjee Paper Products Ltd,PDMJEPAPER,Paper Products,Small Cap,369.83,39.8,560.72,71.05,10.57,3.64,10.71,1.08,1.28,22.33,7.13,2.21,62.09,6.16,34.53,26.04
1195,Investment Trust of India Ltd,THEINVEST,Finance,Small Cap,405.66,77.45,343.17,72.12,0.25,0.31,256.75,0.65,0.0,20.36,-20.77,1.86,23.17,0.46,1.58,-0.24
1196,Premier Explosives Ltd,PREMEXPLN,Chemicals,Small Cap,400.14,376.2,201.95,41.33,2.81,4.93,75.5,2.1,0.4,40.85,-0.51,1.12,23.75,2.62,5.3,30.66
1197,Donear Industries Ltd,DONEAR,Textiles,Small Cap,456.3,91.3,581.71,74.56,18.16,4.38,20.03,3.36,0.23,230.53,8.33,1.15,60.89,3.92,22.78,60.81
1198,Hindustan Composites Ltd,HINDCOMPOS,Automobiles,Small Cap,397.14,271.1,233.02,74.97,2.49,14.63,18.38,0.43,0.74,0.03,-9.52,2.29,33.36,9.27,21.61,22.15
1199,Dynacons Systems and Solutions Ltd,DSSL,Software and IT Services,Small Cap,466.72,377.15,655.85,61.1,27.93,15.34,28.42,6.87,0.12,94.37,52.75,1.35,32.4,2.5,16.42,49.99
1200,Max India Ltd,MAXIND,Healthcare,Small Cap,368.11,85.15,237.44,51.11,-2.79,-3.35,-20.42,0.58,0.0,9.54,0.0,3.58,-0.66,-7.59,-18.03,83.24
1201,GSS Infotech Ltd,GSS,Software and IT Services,Small Cap,373.62,226.0,145.29,19.63,19.36,17.91,12.31,2.1,0.0,5.98,37.82,3.46,31.8,20.88,30.34,24.43
1202,Muthoot Capital Services Ltd,MUTHOOTCAP,Finance,Small Cap,460.86,290.45,397.96,62.62,-36.3,-104.53,-2.68,1.19,0.0,419.0,-17.7,0.39,-228.09,-43.2,-171.93,-21.2
1203,Vardhman Acrylics Ltd,VARDHACRLC,Textiles,Small Cap,396.19,49.4,317.73,74.97,4.77,1.81,27.21,1.87,50.71,1.31,-0.14,2.31,23.24,4.58,14.56,7.5
1204,Zuari Global Ltd,ZUARIIND,Insurance,Small Cap,334.0,111.35,952.1,56.81,-1.4,-12.16,-9.32,0.11,0.88,76.0,-10.87,1.35,242.45,-3.76,-35.82,-3.08
1205,Nahar Industrial Enterprises Ltd,NAHARINDUS,Textiles,Small Cap,363.1,95.25,2022.5,68.81,19.14,39.3,2.31,0.4,0.0,78.48,1.7,1.42,321.31,7.76,156.96,41.74
1206,Mangalam Organics Ltd,MANORG,Chemicals,Small Cap,347.89,414.65,492.09,54.91,19.34,62.74,6.47,1.14,0.37,69.67,0.0,1.76,92.42,10.92,53.73,45.04
1207,MIRC Electronics Ltd,MIRCELECTR,Home Electronics and Appliances,Small Cap,329.11,14.45,1197.5,53.36,-9.41,-0.87,-16.4,1.62,0.0,33.62,-22.08,1.2,1.78,-1.68,-20.07,54.34
1208,Silver Touch Technologies Ltd,SILVERTUC,Software and IT Services,Small Cap,427.98,344.45,140.84,74.59,7.5,4.97,67.93,4.94,0.0,0.3,0.0,2.87,12.73,4.47,6.3,-8.06
1209,Indo Borax and Chemicals Ltd,INDOBORAX,Chemicals,Small Cap,373.05,117.3,178.93,53.78,19.14,2.24,10.26,1.8,0.09,0.01,0.0,9.48,51.08,20.33,36.37,21.07
1210,Orbit Exports Ltd,ORBTEXP,Textiles,Small Cap,366.86,139.05,133.77,66.12,9.58,6.5,20.61,1.89,0.0,22.96,-1.89,2.3,36.87,13.31,17.8,81.16
1211,Delphi World Money Ltd,DELPHIFX,Finance,Small Cap,337.73,296.05,73.42,89.55,4.22,7.13,42.59,1.76,0.0,16.29,-23.88,3.67,15.3,10.8,7.93,-38.04
1212,Kothari Products Ltd,KOTHARIPRO,Trading,Small Cap,346.49,116.65,3443.38,74.99,1.37,4.92,23.6,0.32,0.0,31.64,-6.43,3.5,53.9,0.43,14.68,7.85
1213,Mallcom Ltd,MALLCOM,Textiles,Small Cap,439.39,701.75,360.37,73.78,20.19,52.29,13.47,2.49,0.43,30.25,0.0,2.14,52.83,9.05,32.63,12.58
1214,Kirloskar Electric Company Ltd,KECL,Heavy Electrical Equipments,Small Cap,448.63,67.8,453.69,49.51,123.03,10.15,6.66,5.9,0.0,187.0,12.54,0.31,103.32,14.85,67.39,59.03
1215,Khadim India Ltd,KHADIM,Footwear,Small Cap,351.49,197.55,607.36,60.27,3.16,3.59,54.49,1.69,0.0,116.76,-22.22,1.22,65.47,1.06,6.45,-5.73
1216,PTL Enterprises Ltd,PTL,Trading,Small Cap,407.72,31.1,67.42,69.82,5.6,2.49,12.36,0.7,6.49,8.46,3.89,0.9,61.17,48.93,32.99,-32.54
1217,Deep Energy Resources Ltd,DEEPENR,Oil and Gas,Small Cap,361.12,117.95,2.87,67.99,0.08,0.1,1094.3,0.83,0.0,1.65,-8.97,0.58,1.04,11.5,0.33,19.58
1218,Global Education Ltd,GLOBAL,IT Services and Consulting,Small Cap,394.48,190.0,41.27,73.32,25.07,5.33,36.36,8.45,0.77,0.0,0.0,6.47,18.46,26.29,10.85,49.85
1219,NXTDIGITAL Ltd,NXTDIGITAL,Media and Entertainment,Small Cap,404.4,120.45,1152.19,64.67,-3.51,-0.63,-31.89,0.8,3.33,236.96,-30.58,0.29,260.56,-1.1,-12.68,13.98
1220,BGR Energy Systems Ltd,BGRENERGY,Construction and Infrastructure,Small Cap,382.46,52.45,1229.34,75.0,-28.66,-25.44,-2.08,0.7,0.0,344.01,-14.84,0.95,108.11,-14.93,-183.59,7.19
1221,Kaya Ltd,KAYA,Healthcare,Small Cap,366.58,281.55,335.75,59.93,-255.82,-52.69,-5.33,-355.9,0.0,-197.58,-23.58,0.54,15.27,-20.5,-68.84,15.87
1222,Ponni Sugars Ltd,PONNIERODE,Sugar,Small Cap,372.31,428.15,295.32,42.36,8.42,34.02,12.73,1.01,1.27,0.0,20.72,3.29,42.53,9.9,29.25,12.48
1223,Oricon Enterprises Ltd,ORICONENT,Logistics,Small Cap,330.59,20.95,688.46,66.97,11.17,8.13,2.59,0.27,4.75,13.89,-19.11,2.23,169.49,18.56,127.77,45.42
1224,Sakar Healthcare Ltd,SAKAR,Pharmaceuticals,Small Cap,432.59,234.6,130.4,62.1,13.44,9.27,28.5,3.39,0.0,72.85,0.0,1.07,31.5,11.64,15.18,35.95
1225,Dynamic Cables Ltd,DYCL,Cables,Small Cap,371.93,169.0,566.29,74.41,23.34,14.04,12.04,2.52,0.3,51.97,0.0,1.66,62.56,5.46,30.9,61.49
1226,Parsvnath Developers Ltd,PARSVNATH,Real Estate,Small Cap,306.8,7.05,917.79,66.27,1.69,-11.31,-0.62,-1.05,0.0,-12.11,-19.5,0.93,-37.18,-53.64,-492.29,113.63
1227,Iris Clothings Ltd,IRISDOREME,Textiles,Small Cap,504.6,313.8,111.77,70.71,23.17,6.22,49.76,10.36,0.0,67.3,0.0,1.58,21.56,9.07,10.14,26.67
1228,Birla Cable Ltd,BIRLACABLE,Telecom,Small Cap,391.95,133.3,538.15,66.35,12.25,7.25,18.03,2.1,1.15,44.22,16.19,1.69,46.16,4.04,21.74,62.9
1229,IND Swift Laboratories Ltd,INDSWFTLAB,Pharmaceuticals,Small Cap,367.82,63.0,1081.44,42.0,-0.36,-0.36,-171.08,0.61,0.0,158.6,-0.81,3.22,239.1,-0.2,-2.15,18.31
1230,Rana Sugars Ltd,RANASUG,Sugar,Small Cap,320.19,21.2,1404.35,22.64,19.96,5.55,3.76,0.68,0.0,36.43,29.59,1.11,165.57,6.07,85.21,8.18
1231,Salasar Exteriors and Contour Ltd,SECL,Construction and Infrastructure,Small Cap,294.84,299.95,7.19,70.81,28.73,2.72,105.3,26.44,0.0,125.11,0.0,1.67,4.23,38.94,2.8,-40.68
1232,Mangalam Global Enterprise Ltd,MGEL,Chemicals,Small Cap,221.85,18.0,1285.93,73.99,5.79,0.34,51.35,2.78,1.17,171.81,0.0,1.37,19.41,0.34,4.32,33.3
1233,Dhunseri Investments Ltd,DHUNINV,Finance,Small Cap,359.73,595.0,643.26,74.95,6.65,252.59,2.34,0.14,0.42,4.55,7.33,2.03,435.69,23.94,154.01,57.59
1234,Hindustan Media Ventures Ltd,HMVL,Publishing,Small Cap,374.55,51.5,746.86,74.4,2.56,5.51,9.23,0.24,0.0,7.55,-26.44,1.9,86.54,5.43,40.59,12.64
1235,Wealth First Portfolio Managers Ltd,WEALTH,Finance,Small Cap,335.69,316.05,33.32,74.0,33.71,17.69,17.81,5.12,0.63,2.85,0.0,7.56,25.06,56.57,18.85,34.52
1236,Banswara Syntex Ltd,BANSWRAS,Textiles,Small Cap,455.46,136.4,1209.73,56.3,12.07,13.33,9.98,1.14,0.94,65.66,19.15,1.49,137.55,3.77,45.62,49.92
1237,Kothari Petrochemicals Ltd,KOTHARIPET,Chemicals,Small Cap,397.8,69.45,386.07,70.98,23.57,5.56,12.1,2.55,0.0,7.73,22.82,2.19,52.22,8.52,32.88,67.33
1238,Munjal Showa Ltd,MUNJALSHOW,Automobiles,Small Cap,363.55,91.0,1078.11,65.02,1.9,3.04,29.9,0.57,4.95,0.0,-16.9,3.76,26.62,1.13,12.16,-2.82
1239,VIP Clothing Ltd,VIPCLOTHNG,Apparel and Accessories,Small Cap,340.71,42.05,185.5,49.59,-1.65,-0.27,-154.17,2.55,0.0,77.49,-8.47,1.41,8.99,-1.19,-2.21,27.83
1240,Sakuma Exports Ltd,SAKUMA,Trading,Small Cap,297.89,12.85,2860.32,61.88,7.53,1.17,10.85,0.78,0.39,22.7,-8.39,2.44,39.56,0.96,27.45,114.5
1241,CL Educate Ltd,CLEDUCATE,Education Services,Small Cap,325.18,59.55,216.16,52.52,5.47,3.28,23.36,1.24,0.0,8.46,0.79,3.3,28.81,6.44,13.92,12.54
1242,Mold-Tek Technologies Ltd,MOLDTECH,Construction and Infrastructure,Small Cap,726.4,250.7,101.2,48.99,19.88,4.73,54.62,10.01,1.09,8.56,33.17,3.98,22.86,13.14,13.3,14.95
1243,Chemfab Alkalis Ltd,CHEMFAB,Chemicals,Small Cap,376.16,267.3,277.29,73.3,10.17,20.39,13.08,1.26,0.47,2.9,0.0,1.82,62.44,10.37,28.75,52.16
1244,Ice Make Refrigeration Ltd,ICEMAKE,Electrical Components and Equipments,Small Cap,425.42,270.65,206.81,74.49,12.41,4.67,58.12,6.9,0.44,17.87,0.0,1.56,15.19,3.54,7.32,52.21
1245,NBI Industrial Finance Company Ltd,NBIFIN,Finance,Small Cap,388.86,1603.85,12.28,74.34,0.34,32.4,48.85,0.18,0.0,0.0,-0.46,10.31,10.9,64.82,7.96,468.52
1246,Marine Electricals Ltd,MARINE,Electrical Components and Equipments,Small Cap,450.18,37.05,381.18,73.71,7.38,1.06,34.71,2.48,0.0,20.17,0.0,1.65,36.06,3.4,12.97,47.16
1247,Euro India Fresh Foods Ltd,EIFFL,FMCG,Small Cap,371.01,150.9,116.67,73.5,2.23,0.56,266.91,5.86,0.0,58.73,0.0,2.23,7.78,1.19,1.39,18.42
1248,Ritco Logistics Ltd,RITCO,Logistics,Small Cap,344.88,147.9,596.7,73.04,14.06,6.65,21.2,2.78,0.0,139.31,0.0,1.66,44.27,2.73,16.27,25.24
1249,Salzer Electronics Ltd,SALZERELEC,Electrical Components and Equipments,Small Cap,411.48,259.45,806.02,32.34,6.51,14.14,18.21,1.15,0.7,70.44,4.02,1.38,68.72,2.8,22.6,28.32
1250,Om Infra Ltd,OMINFRAL,Construction and Infrastructure,Small Cap,355.36,37.4,334.71,71.68,4.1,2.75,13.43,0.54,0.68,21.23,-8.73,2.1,65.28,7.91,26.46,34.21
1251,Prakash Pipes Ltd,PPL,Construction and Infrastructure,Small Cap,361.41,151.75,619.83,44.27,21.93,19.57,7.72,1.54,0.79,2.2,0.0,3.06,80.54,7.55,46.8,29.59
1252,Mawana Sugars Ltd,MAWANASUG,Sugar,Small Cap,311.37,80.2,1483.02,63.49,6.94,6.69,11.91,0.81,3.77,108.25,6.64,1.3,103.33,1.76,26.15,-6.29
1253,Gokul Refoils and Solvent Ltd,GOKUL,Packaged Foods and Meats,Small Cap,324.7,32.85,3076.97,72.09,9.12,2.68,12.24,1.07,0.0,120.91,16.13,1.32,60.94,0.86,26.52,24.06
1254,Hitech Corporation Ltd,HITECHCORP,Logistics,Small Cap,338.19,197.1,599.19,74.43,18.74,21.77,9.04,1.56,0.51,45.57,4.79,1.01,96.53,6.24,37.4,31.93
1255,Kernex Microsystems Ltd,KERNEX,Software and IT Services,Small Cap,438.82,273.5,8.38,31.27,-30.99,-13.77,-25.5,9.08,0.0,37.38,45.22,1.68,-12.14,-205.37,-17.21,-57.2
1256,Aym Syntex Ltd,AYMSYNTEX,Textiles,Small Cap,302.62,60.8,1495.82,74.0,13.24,10.14,5.96,0.74,0.0,70.66,-2.33,1.21,166.07,3.4,50.81,57.42
1257,Fourth Dimension Solutions Ltd,4THDIM,IT Services and Consulting,Small Cap,627.83,39.25,1.78,93.33,24.5,0.96,15.99,2.84,0.0,0.05,0.0,0.07,0.48,2205.62,39.26,-93.28
1258,Advani Hotels and Resorts Ltd,ADVANIHOTR,Hospitality,Small Cap,341.56,74.0,52.22,50.25,13.96,1.41,52.55,6.85,1.89,1.81,2.64,1.69,11.65,12.45,6.5,85.31
1259,MSP Steel and Power Ltd,MSPL,Metals and Mining,Small Cap,343.02,8.8,2342.98,41.62,4.24,0.67,13.35,0.55,0.0,133.47,-16.93,1.4,158.54,1.1,25.69,35.9
1260,Frog Cellsat Ltd,FROG,Construction and Infrastructure,Small Cap,250.62,168.0,135.29,73.49,22.3,25.25,17.49,3.63,0.0,8.96,0.0,2.32,22.25,10.59,14.33,4.55
1261,Cybertech Systems and Software Ltd,CYBERTECH,IT Services and Consulting,Small Cap,350.5,123.1,148.77,35.9,17.95,8.14,15.43,2.53,1.21,1.67,11.78,5.52,38.0,15.27,22.71,19.22
1262,Ruchira Papers Ltd,RUCHIRA,Paper Products,Small Cap,320.39,107.95,616.56,68.67,11.42,12.16,9.68,1.03,1.57,21.41,-7.42,1.77,65.08,5.37,33.09,47.54
1263,International Conveyors Ltd,INTLCONV,Machines,Small Cap,358.62,54.25,218.71,66.75,8.73,2.4,22.18,1.66,1.88,9.02,0.0,1.89,33.09,7.39,16.17,22.71
1264,Kothari Sugars and Chemicals Ltd,KOTARISUG,Sugar,Small Cap,295.91,36.5,434.84,73.53,16.75,4.11,8.7,1.34,0.0,25.87,19.71,1.61,57.56,7.83,34.03,1.48
1265,Lyka Labs Ltd,LYKALABS,Pharmaceuticals,Small Cap,331.66,116.8,196.17,47.59,2.73,13.59,8.5,23.24,0.0,908.62,15.55,0.53,96.72,19.88,39.0,123.4
1266,Nandan Denim Ltd,NDL,Textiles,Small Cap,273.88,19.3,2194.18,64.73,13.43,4.7,4.04,0.51,0.0,103.57,-16.88,1.38,178.83,3.09,67.83,97.01
1267,SKP Bearing Industries Ltd,SKP,Machines,Small Cap,291.25,175.0,10.28,73.49,11.3,4.85,80.01,15.62,0.0,103.81,0.0,5.01,5.25,35.41,3.64,-72.28
1268,KCP Sugar and Industries Corp Ltd,KCPSUGIND,Sugar,Small Cap,272.69,24.35,335.44,40.59,1.14,0.32,76.17,0.86,0.42,60.12,-1.94,2.06,30.04,1.07,3.58,-10.84
1269,Hind Rectifiers Ltd,HIRECT,Electrical Components and Equipments,Small Cap,320.26,196.5,372.44,42.25,7.53,4.71,41.06,2.98,0.21,69.8,7.84,1.47,23.0,2.09,7.8,21.93
1270,Sil Investments Ltd,SILINV,Finance,Small Cap,305.37,301.85,50.08,63.79,1.78,31.05,9.25,0.13,0.87,2.03,-6.8,50.22,41.91,65.91,33.01,49.18
1271,Sarla Performance Fibers Ltd,SARLAPOLY,Textiles,Small Cap,311.47,37.5,443.19,56.41,12.83,5.67,6.58,0.79,5.36,34.3,-8.16,1.73,96.65,10.68,47.32,61.67
1272,Selan Exploration Technology Ltd,SELAN,Oil and Gas,Small Cap,423.05,275.15,84.82,30.46,3.03,6.53,42.6,1.29,1.8,0.13,5.89,30.5,34.82,11.71,9.93,45.61
1273,Cupid Ltd,CUPID,FMCG,Small Cap,334.78,257.15,136.84,45.06,12.64,12.94,19.4,2.35,1.79,6.19,1.51,4.46,27.36,12.61,17.26,-7.78
1274,Peninsula Land Ltd,PENINLAND,Real Estate,Small Cap,385.3,13.85,452.55,61.61,0.98,-3.93,-3.5,-3.44,0.0,-6.99,-13.29,0.81,-27.76,-24.3,-109.95,16.9
1275,Cool Caps Industries Ltd,COOLCAPS,Plastic Products,Small Cap,580.31,515.9,54.22,73.53,15.27,3.56,162.55,19.15,0.0,124.65,0.0,2.39,8.98,6.58,3.57,65.81
1276,SVP Global Textiles Ltd,SVPGLOB,Textiles,Small Cap,180.26,14.95,1778.39,67.58,6.2,5.64,2.53,0.19,0.0,244.88,0.0,1.37,303.61,4.01,71.29,25.03
1277,ShreeOswal Seeds and Chemicals Ltd,OSWALSEEDS,Agriculture,Small Cap,567.11,353.4,240.62,69.98,15.09,3.56,104.44,14.66,0.0,107.47,0.0,1.5,10.58,2.26,5.43,49.13
1278,KN Agri Resources Ltd,KNAGRI,Agriculture,Small Cap,304.99,122.5,1884.8,73.66,22.85,21.74,6.46,1.2,0.0,6.39,0.0,6.53,69.96,2.5,47.18,44.85
1279,Hindustan Motors Ltd,HINDMOTORS,Automobiles,Small Cap,281.69,13.7,27.61,32.34,-2.04,0.89,15.1,-30.82,0.0,-1.96,9.38,0.34,20.98,67.58,18.66,126.68
1280,Dynemic Products Ltd,DYNPRO,Chemicals,Small Cap,332.4,283.8,252.23,30.26,8.74,12.56,23.26,1.95,0.0,101.87,7.44,0.99,42.99,5.67,14.29,22.32
1281,Loyal Textile Mills Ltd,LOYALTEX,Textiles,Small Cap,291.44,611.35,1776.16,73.49,30.79,201.5,3.0,0.8,1.65,116.17,0.0,1.04,203.98,5.46,97.05,57.16
1282,Radhika Jeweltech Ltd,RADHIKAJWE,Diamond and Jewellery,Small Cap,389.87,163.2,234.73,63.73,15.41,11.47,14.4,2.07,0.0,11.78,0.0,8.87,37.2,11.53,27.07,62.62
1283,Jindal Photo Ltd,JINDALPHOT,Construction and Infrastructure,Small Cap,320.32,310.5,637.94,72.76,64.34,617.76,0.51,0.17,0.0,0.0,37.51,2.68,632.3,99.34,633.72,167778.95
1284,Aurum Proptech Ltd,AURUM,IT Services and Consulting,Small Cap,838.49,115.65,21.01,50.34,-6.13,-2.84,-75.13,4.44,0.0,4.0,-19.74,4.84,-13.76,-53.12,-11.16,-99.36
1285,V2 Retail Ltd,V2RETAIL,Retail,Small Cap,310.54,87.75,645.11,53.56,-4.43,-3.41,-26.59,1.2,0.0,153.99,-27.03,1.59,82.91,-1.81,-11.68,14.87
1286,DIC India Ltd,DICIND,Chemicals,Small Cap,364.5,394.85,912.95,71.75,10.14,44.65,8.89,0.86,0.0,5.7,-5.43,2.3,61.43,4.49,40.98,21.02
1287,UFO Moviez India Ltd,UFO,Media and Entertainment,Small Cap,294.58,78.65,171.82,22.76,-32.14,-26.16,-3.39,1.07,0.0,34.51,-28.15,1.38,-39.32,-50.55,-86.85,68.95
1288,Shivam Autotech Ltd,SHIVAMAUTO,Automobiles,Small Cap,297.61,24.7,473.38,74.8,-12.78,-1.4,-18.52,2.15,0.0,280.51,-19.64,0.6,75.43,-3.39,-16.07,-3.57
1289,Mindteck Ltd,MINDTECK,Software and IT Services,Small Cap,289.16,117.55,322.03,65.04,21.13,12.98,8.68,1.65,0.89,4.48,11.7,3.49,44.02,10.34,33.31,10.56
1290,NDR Auto Components Ltd,NDRAUTO,Automobiles,Small Cap,325.5,551.6,244.9,73.95,8.06,25.04,21.86,1.7,0.46,6.78,0.0,2.67,26.3,6.08,14.89,97.47
1291,Take Solutions Ltd,TAKE,IT Services and Consulting,Small Cap,266.28,18.25,671.76,53.41,-119.89,-53.5,-0.34,1.47,0.0,32.39,-35.89,1.08,-669.53,-116.45,-782.26,-14.78
1292,SKM Egg Products Export India Ltd,SKMEGGPROD,Packaged Foods and Meats,Small Cap,382.05,152.35,310.31,55.56,6.3,2.82,51.49,3.17,0.34,65.8,9.14,1.64,38.39,2.39,7.42,9.87
1293,Vishwaraj Sugar Industries Ltd,VISHWARAJ,Sugar,Small Cap,290.12,15.5,470.27,33.7,23.66,3.2,4.82,1.03,1.29,131.09,0.0,1.14,94.97,12.79,60.16,10.12
1294,Foce India Ltd,FOCE,Diamond and Jewellery,Small Cap,329.3,673.0,187.23,73.63,36.5,20.89,35.48,8.19,0.0,4.23,0.0,3.33,11.61,4.96,9.28,143.47
1295,Websol Energy System Ltd,WEBELSOLAR,Renewable Energy,Small Cap,309.99,78.8,219.03,28.01,5.29,2.85,32.06,1.62,0.0,19.04,-2.23,0.91,32.24,4.41,9.67,-4.06
1296,De Nora India Ltd,DENORA,Electrical Components and Equipments,Small Cap,500.87,921.0,75.13,53.68,20.76,29.1,32.42,6.12,0.11,0.0,11.84,7.06,23.86,20.56,15.45,43.46
1297,Orient Abrasives Ltd,ORIENTABRA,Metals and Mining,Small Cap,307.47,25.85,274.27,63.58,2.8,0.57,44.82,1.24,0.58,15.24,-10.27,2.37,23.12,2.5,6.86,-9.82
1298,Hubtown Ltd,HUBTOWN,Real Estate,Small Cap,293.89,37.85,214.19,45.39,-9.37,-17.66,-2.29,0.22,0.0,51.92,-15.79,1.03,-35.69,-59.96,-128.42,-31.36
1299,Cineline India Ltd,CINELINE,Real Estate,Small Cap,322.14,103.8,50.14,67.0,-30.08,-12.21,-9.08,2.96,0.0,295.82,4.4,1.55,16.52,-70.72,-35.46,-7.85
1300,PPAP Automotive Ltd,PPAP,Automobiles,Small Cap,271.11,191.3,422.92,65.01,-0.26,-0.56,-347.58,0.89,0.77,36.1,-19.01,1.31,36.56,-0.18,-0.78,30.41
1301,Servotech Power Systems Ltd,SERVOTECH,Electrical Components and Equipments,Small Cap,394.47,38.8,134.26,60.59,8.56,0.13,108.07,8.6,0.09,41.85,0.0,1.78,9.07,2.72,3.65,52.72
1302,Macpower CNC Machines Ltd,MACPOWER,Machines,Small Cap,304.03,305.95,190.95,73.11,16.34,12.83,23.68,3.59,0.49,0.15,0.0,1.85,21.33,6.72,12.84,68.65
1303,Aditya Birla Money Ltd,BIRLAMONEY,Finance,Small Cap,302.87,54.4,233.93,73.6,42.74,4.64,11.59,4.07,0.0,992.24,-5.65,1.13,42.46,11.17,26.14,20.96
1304,Bannari Amman Spinning Mills Ltd,BASML,Textiles,Small Cap,266.5,42.45,1566.29,55.33,12.64,9.22,5.08,0.54,1.46,105.76,-14.05,1.33,172.76,3.35,52.44,53.0
1305,Revathi Equipment Ltd,REVATHI,Construction and Infrastructure Materials,Small Cap,376.44,1202.65,189.62,72.58,6.4,41.44,29.62,1.83,0.0,14.08,14.3,2.07,26.04,6.7,12.71,36.67
1306,Gujarat Sidhee Cement Ltd,GSCLCEMENT,Cement,Small Cap,294.57,33.3,710.46,69.4,4.34,2.27,14.6,0.62,0.0,8.89,0.99,1.28,45.61,2.84,20.17,23.68
1307,Indo Thai Securities Ltd,INDOTHAI,Finance,Small Cap,304.95,306.35,19.95,72.18,17.72,10.41,29.29,4.81,0.33,2.33,30.89,2.15,12.21,52.18,10.41,-11.84
1308,Ducon Infratechnologies Ltd,DUCON,IT Services and Consulting,Small Cap,218.35,8.35,384.77,62.55,3.01,0.21,49.07,1.45,0.0,54.93,-22.28,1.97,16.96,1.16,4.45,12.34
1309,South West Pinnacle Exploration Ltd,SOUTHWEST,Metals and Mining,Small Cap,298.7,107.15,120.65,74.68,10.97,3.91,27.35,2.85,0.47,48.62,0.0,1.84,27.62,9.05,10.92,13.17
1310,Bharat Road Network Ltd,BRNL,Construction and Infrastructure,Small Cap,253.95,31.2,226.73,53.76,-47.24,-44.83,-0.67,0.42,0.0,247.97,-29.59,0.88,-182.53,-165.98,-376.32,-7.44
1311,DU Digital Global Ltd,DUGLOBAL,IT Services and Consulting,Small Cap,161.78,124.45,9.81,65.86,2.71,0.05,1348.21,22.1,0.0,53.28,0.0,1.83,0.88,1.22,0.12,322.84
1312,Simplex Infrastructures Ltd,SIMPLEXINF,Construction and Infrastructure,Small Cap,241.14,43.35,2092.93,49.82,-52.33,-92.22,-0.46,0.32,0.0,712.87,-40.28,0.93,58.1,-25.23,-528.12,-7.37
1313,GKW Ltd,GKWLIMITED,Logistics,Small Cap,313.03,522.2,24.34,75.0,1.02,22.44,23.38,0.14,0.0,0.0,-2.39,10.27,18.08,55.01,13.39,-40.05
1314,Focus Lighting and Fixtures Ltd,FOCUS,Home Electronics and Appliances,Small Cap,549.02,443.6,106.6,56.8,13.75,4.5,120.4,15.58,0.09,7.29,0.0,1.55,10.19,4.28,4.56,75.21
1315,Wonder Fibromats Ltd,WEL,Home Electronics and Appliances,Small Cap,286.31,203.4,398.45,71.79,14.38,4.17,39.44,5.35,0.0,37.41,0.0,1.13,17.88,1.82,7.26,30.28
1316,Ashima Ltd,ASHIMASYN,Textiles,Small Cap,279.82,15.05,245.79,73.49,7.98,0.93,15.62,1.2,0.0,4.75,-12.68,2.29,23.32,7.29,17.92,114.23
1317,Vikas Ecotech Ltd,VIKASECO,Chemicals,Small Cap,285.93,2.95,252.15,9.29,0.77,0.02,207.19,1.26,0.0,40.83,-33.21,2.45,24.78,0.55,1.38,108.84
1318,Chembond Chemicals Ltd,CHEMBOND,Chemicals,Small Cap,336.34,251.0,357.6,67.55,4.64,10.35,24.16,1.1,2.0,0.49,0.0,3.57,25.71,3.89,13.92,23.4
1319,Apollo Sindoori Hotels Ltd,APOLSINHOT,Hospitality,Small Cap,272.69,1133.65,221.18,64.68,15.58,56.99,18.4,2.66,0.14,22.49,8.97,1.92,25.11,6.7,14.82,21.85
1320,Jeena Sikho Lifecare Ltd,JSLL,Pharmaceuticals,Small Cap,366.0,272.4,148.04,65.89,36.9,11.05,32.77,10.03,0.0,20.37,0.0,0.9,19.59,7.55,11.17,8.15
1321,SBC Exports Ltd,SBC,Textiles,Small Cap,332.27,15.8,206.35,65.77,14.2,0.01,95.76,12.59,0.0,35.64,0.0,1.34,8.12,1.68,3.47,58.3
1322,Albert David Ltd,ALBERTDAVD,Pharmaceuticals,Small Cap,314.09,548.35,329.35,61.99,13.46,61.76,8.91,1.12,1.64,2.03,7.47,2.33,56.77,10.7,35.25,24.46
1323,20 Microns Ltd,20MICRONS,Chemicals,Small Cap,246.83,70.85,615.37,44.83,14.79,9.8,7.14,0.98,0.0,48.72,7.16,1.33,81.53,5.62,34.58,26.6
1324,Kotyark Industries Ltd,KOTYARK,Oil and Gas,Small Cap,262.31,355.1,156.35,69.05,58.03,15.5,30.33,9.85,0.63,13.71,0.0,13.18,13.03,5.53,8.65,139.47
1325,MMP Industries Ltd,MMP,Metals and Mining,Small Cap,326.68,129.15,453.33,74.48,12.98,11.42,11.26,1.37,0.78,21.92,0.0,1.71,47.01,6.4,29.0,94.2
1326,QMS Medical Allied Services Ltd,QMSMEDI,Healthcare,Small Cap,324.6,182.35,147.74,73.67,41.71,28.47,30.31,10.46,0.0,103.03,0.0,1.5,18.06,7.25,10.71,21.01
